label,id
Kelsey Lu,600
Keny Arkana,601
Keren Ann,602
Kery James,603
Kettel,604
Kevin Morby,605
Kheops,606
Kiasmos,607
Kid Francescoli,608
Kid Loco,609
Kimberose,610
Klangkarussell,611
Klangstof,612
Klaxons,613
Kleerup,614
Klischée,615
Kllo,616
Klub Des Loosers,617
Klyne,618
Kognitif,619
Kohndo,620
Kollektiv Turmstrasse,621
Koop,622
Kormac,623
Kosheen,624
Krazy Baldhead,625
Kruder & Dorfmeister,626
Kungs,627
Kyteman,628
Kíla,629
Kölsch,630
L'Entourloop,631
L'Hexaler,632
L'Impératrice,633
L'Or du Commun,634
L'indis,635
L.E.J,636
LA Priest,637
LCD Soundsystem,638
LE NOISEUR,639
LEISURE,640
La Canaille,641
La Caravane Passe,642
La Femme,643
La Fine Equipe,644
La Féline,645
La Gale,646
La Grande Sophie,647
La Phaze,648
La Roux,649
La Rue Kétanou,650
La Rumeur,651
La Secte Phonétik,652
Lacraps,653
Ladyhawke,654
Ladytron,655
Laika,656
Laleh,657
Lamb,658
Lambert,659
Lapalux,660
Las Aves,661
Late of the Pier,662
Laura Gibson,663
Laura Marling,664
Laura Veirs,665
Laurel Halo,666
Laurie Darmon,667
Le Klub des 7,668
Le Peuple de L'Herbe,669
Leftfield,670
Leif Vollebekk,671
Lemon Jelly,672
Les Amis D'ta Femme,673
Les Fatals Picards,674
Les Gordon,675
Les Hurlements D'leo,676
Les Louanges,677
Les Ogres De Barback,678
Les Pieds S'entêtent,679
Les Ramoneurs De Menhirs,680
Les Rita Mitsouko,681
Les Sages Poetes De La Rue,682
Les Sales Majestés,683
Les Wampas,684
Les Wriggles,685
Les sœurs Boulay,686
Lescop,687
Lewis OfMan,688
Lhasa De Sela,689
Library Tapes,690
Light Asylum,691
Lilly Wood and The Prick,692
Liléa Narrative,693
Lin Pesto,694
Lindstrøm,695
Linia Nocna,696
Lion Shepherd,697
Lisa Ekdahl,698
Lisa Hannigan,699
Little Boots,700
Little Dragon,701
Liz De Lux,702
Lo-Fang,703
Lofofora,704
Loma,705
Lomepal,706
Lone,707
Lonepsi,708
Long Arm,709
Lor,710
Lorage,711
Lord Esperanza,712
Lorenzo,713
Lorn,714
Loscil,715
Lou Doillon,716
Louis Chedid,717
Louis La Roche,718
Louis-Jean Cormier,719
Louise Attaque,720
Lovage,721
Lucio Bukowski,722
Lucky Fonz III,723
Luke,724
Lunascape,725
Lunatic,726
Lunatic Soul,727
Lusine,728
Lykke Li,729
Lyre Le Temps,730
Låpsley,731
Léa Paci,732
M. Ward,733
MSTRKRFT,734
Machinedrum,735
Mademoiselle K.,736
Malik Djoudi,737
Mandalay,738
Maniacx,739
Mano Solo,740
Mansfield.TYA,741
Marek Hemmann,742
Marianne Faithfull,743
Marie-Flore,744
Mariee Sioux,745
Marina Kaye,746
Marissa Nadler,747
Markéta Irglová,748
Martha Wainwright,749
Martina Topley-Bird,750
Mass Hysteria,751
Massilia Sound System,752
Massive Attack,753
Mathieu Boogaerts,754
Matmatah,755
Matt Holubowski,756
Matthew And The Atlas,757
Max Cooper,758
Max Manie,759
Max Richter,760
Mayra Andrade,761
Mazde,762
Mc Solaar,763
Medine,764
Mees Dierdorp,765
Mehmet Güreli,766
Melan,767
Melanie De Biasio,768
Melissa Laveaux,769
Melokind,770
Menomena,771
Mercury Rev,772
Merzhin,773
Mesh,774
Metronomy,775
Miami Horror,776
Mic Christopher,777
Michelle Gurevich,778
Mick Flannery,779
Mickey 3d,780
Midlake,781
Midnight Juggernauts,782
Miel De Montagne,783
Milk Coffee & Sugar,784
Millionaire,785
Mintzkov,786
Miossec,787
Miss Kittin,788
Mister Modo & Ugly Mac Beer,789
Mo'kalamity,790
Mocky,791
Moderat,792
Moderator,793
Modeselektor,794
Molly Nilsson,795
Moloko,796
Monkey Safari,797
Mono/Poly,798
Monolink,799
Mononome,800
Morcheeba,801
